"filename","issue_severity","line_number","test_id","total_lines_in_file"
"chromium\tools\telemetry\telemetry\core\backends\chrome\inspector_network.py","LOW",137,"B101",233
"chromium\tools\telemetry\telemetry\core\backends\chrome\inspector_network.py","LOW",220,"B101",233
"chromium\tools\telemetry\telemetry\core\backends\chrome\inspector_page.py","LOW",84,"B101",152
"chromium\tools\telemetry\telemetry\core\backends\chrome\inspector_runtime_unittest.py","LOW",14,"B101",74
"chromium\tools\telemetry\telemetry\core\backends\chrome\inspector_timeline.py","LOW",48,"B101",110
"chromium\tools\telemetry\telemetry\core\backends\chrome\inspector_websocket.py","LOW",45,"B101",112
"chromium\tools\telemetry\telemetry\core\backends\chrome\ios_browser_finder.py","LOW",11,"B404",139
"chromium\tools\telemetry\telemetry\core\backends\chrome\ios_browser_finder.py","LOW",58,"B607",139
"chromium\tools\telemetry\telemetry\core\backends\chrome\ios_browser_finder.py","LOW",59,"B602",139
"chromium\tools\telemetry\telemetry\core\backends\chrome\ios_browser_finder.py","MEDIUM",83,"B310",139
"chromium\tools\telemetry\telemetry\core\backends\chrome\ios_browser_finder.py","MEDIUM",106,"B310",139
"chromium\tools\telemetry\telemetry\core\backends\chrome\tab_list_backend.py","LOW",20,"B101",69
"chromium\tools\telemetry\telemetry\core\backends\chrome\tab_list_backend.py","LOW",25,"B101",69
"chromium\tools\telemetry\telemetry\core\backends\chrome\tab_list_backend.py","LOW",37,"B101",69
"chromium\tools\telemetry\telemetry\core\backends\chrome\tab_list_backend.py","LOW",41,"B101",69
"chromium\tools\telemetry\telemetry\core\backends\chrome\tab_list_backend.py","LOW",43,"B101",69
"chromium\tools\telemetry\telemetry\core\backends\chrome\tab_list_backend.py","LOW",50,"B101",69
"chromium\tools\telemetry\telemetry\core\backends\chrome\tab_list_backend.py","LOW",55,"B101",69
"chromium\tools\telemetry\telemetry\core\backends\chrome\tracing_backend.py","LOW",131,"B101",212
"chromium\tools\telemetry\telemetry\core\backends\chrome\tracing_backend.py","LOW",151,"B101",212
"chromium\tools\telemetry\telemetry\core\backends\chrome\tracing_backend.py","LOW",175,"B101",212
"chromium\tools\telemetry\telemetry\core\backends\chrome\tracing_backend_unittest.py","LOW",134,"B101",172
"chromium\tools\telemetry\telemetry\core\backends\chrome\tracing_backend_unittest.py","LOW",146,"B101",172
"chromium\tools\telemetry\telemetry\core\backends\chrome\tracing_backend_unittest.py","LOW",159,"B101",172
"chromium\tools\telemetry\telemetry\core\backends\chrome\websocket_unittest.py","MEDIUM",22,"B303",55
"chromium\tools\telemetry\telemetry\core\backends\form_based_credentials_backend.py","LOW",114,"B101",114
"chromium\tools\telemetry\telemetry\core\backends\form_based_credentials_backend_unittest_base.py","LOW",111,"B101",127
"chromium\tools\telemetry\telemetry\core\backends\form_based_credentials_backend_unittest_base.py","LOW",112,"B101",127
"chromium\tools\telemetry\telemetry\core\backends\form_based_credentials_backend_unittest_base.py","LOW",116,"B101",127
"chromium\tools\telemetry\telemetry\core\backends\form_based_credentials_backend_unittest_base.py","LOW",117,"B101",127
"chromium\tools\telemetry\telemetry\core\backends\form_based_credentials_backend_unittest_base.py","LOW",121,"B101",127
"chromium\tools\telemetry\telemetry\core\backends\webdriver\webdriver_browser_backend.py","LOW",29,"B101",64
"chromium\tools\telemetry\telemetry\core\backends\webdriver\webdriver_browser_backend.py","LOW",34,"B101",64
"chromium\tools\telemetry\telemetry\core\backends\webdriver\webdriver_desktop_browser_finder.py","LOW",43,"B101",108
"chromium\tools\telemetry\telemetry\core\backends\webdriver\webdriver_desktop_browser_finder.py","LOW",76,"B101",108
"chromium\tools\telemetry\telemetry\core\bitmap.py","LOW",15,"B404",350
"chromium\tools\telemetry\telemetry\core\bitmap.py","LOW",51,"B101",350
"chromium\tools\telemetry\telemetry\core\bitmap.py","LOW",108,"B101",350
"chromium\tools\telemetry\telemetry\core\bitmap.py","LOW",111,"B101",350
"chromium\tools\telemetry\telemetry\core\bitmap.py","LOW",127,"B101",350
"chromium\tools\telemetry\telemetry\core\bitmap.py","LOW",129,"B603",350
"chromium\tools\telemetry\telemetry\core\bitmap.py","LOW",143,"B101",350
"chromium\tools\telemetry\telemetry\core\bitmap.py","LOW",163,"B101",350
"chromium\tools\telemetry\telemetry\core\bitmap.py","LOW",181,"B101",350
"chromium\tools\telemetry\telemetry\core\bitmap.py","LOW",182,"B101",350
"chromium\tools\telemetry\telemetry\core\bitmap.py","LOW",183,"B101",350
"chromium\tools\telemetry\telemetry\core\bitmap.py","LOW",184,"B101",350
"chromium\tools\telemetry\telemetry\core\bitmap.py","LOW",185,"B101",350
"chromium\tools\telemetry\telemetry\core\browser.py","LOW",246,"B101",402
"chromium\tools\telemetry\telemetry\core\browser.py","LOW",379,"B101",402
"chromium\tools\telemetry\telemetry\core\browser_credentials.py","LOW",35,"B101",152
"chromium\tools\telemetry\telemetry\core\browser_credentials.py","LOW",62,"B101",152
"chromium\tools\telemetry\telemetry\core\browser_credentials.py","LOW",78,"B101",152
"chromium\tools\telemetry\telemetry\core\browser_unittest.py","LOW",24,"B101",172
"chromium\tools\telemetry\telemetry\core\browser_unittest.py","LOW",61,"B101",172
"chromium\tools\telemetry\telemetry\core\extension_unittest.py","LOW",148,"B101",185
"chromium\tools\telemetry\telemetry\core\forwarders\__init__.py","LOW",35,"B101",52
"chromium\tools\telemetry\telemetry\core\forwarders\__init__.py","LOW",48,"B101",52
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",10,"B404",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",163,"B101",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",170,"B101",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",190,"B101",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",196,"B607",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",196,"B603",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",198,"B607",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",198,"B603",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",214,"B607",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",214,"B603",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",263,"B101",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",313,"B101",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",370,"B607",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",370,"B603",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",371,"B607",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",371,"B603",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",380,"B607",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",380,"B603",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",381,"B607",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",381,"B603",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",384,"B607",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",384,"B603",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",393,"B101",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",414,"B101",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",433,"B607",445
"chromium\tools\telemetry\telemetry\core\forwarders\android_forwarder.py","LOW",433,"B603",445
"chromium\tools\telemetry\telemetry\core\forwarders\cros_forwarder.py","LOW",6,"B404",64
"chromium\tools\telemetry\telemetry\core\forwarders\cros_forwarder.py","LOW",51,"B603",64
"chromium\tools\telemetry\telemetry\core\forwarders\do_nothing_forwarder.py","LOW",27,"B101",31
"chromium\tools\telemetry\telemetry\core\gpu_device_unittest.py","LOW",43,"B110",44
"chromium\tools\telemetry\telemetry\core\gpu_info_unittest.py","LOW",68,"B110",82
"chromium\tools\telemetry\telemetry\core\gpu_info_unittest.py","LOW",81,"B110",82
"chromium\tools\telemetry\telemetry\core\local_server_unittest.py","LOW",36,"B101",77
"chromium\tools\telemetry\telemetry\core\local_server_unittest.py","LOW",37,"B101",77
"chromium\tools\telemetry\telemetry\core\memory_cache_http_server.py","LOW",233,"B101",266
"chromium\tools\telemetry\telemetry\core\platform\__init__.py","LOW",192,"B101",237
"chromium\tools\telemetry\telemetry\core\platform\android_platform_backend.py","LOW",68,"B101",278
"chromium\tools\telemetry\telemetry\core\platform\android_platform_backend.py","LOW",239,"B101",278
"chromium\tools\telemetry\telemetry\core\platform\android_platform_backend.py","LOW",263,"B101",278
"chromium\tools\telemetry\telemetry\core\platform\desktop_platform_backend.py","LOW",6,"B404",39
"chromium\tools\telemetry\telemetry\core\platform\desktop_platform_backend.py","LOW",18,"B101",39
"chromium\tools\telemetry\telemetry\core\platform\desktop_platform_backend.py","LOW",22,"B101",39
"chromium\tools\telemetry\telemetry\core\platform\desktop_platform_backend.py","LOW",38,"B603",39
"chromium\tools\telemetry\telemetry\core\platform\mac_platform_backend.py","LOW",152,"B101",164
"chromium\tools\telemetry\telemetry\core\platform\posix_platform_backend.py","LOW",10,"B404",125
"chromium\tools\telemetry\telemetry\core\platform\posix_platform_backend.py","LOW",22,"B603",125
"chromium\tools\telemetry\telemetry\core\platform\posix_platform_backend.py","LOW",63,"B101",125
"chromium\tools\telemetry\telemetry\core\platform\posix_platform_backend.py","LOW",82,"B101",125
"chromium\tools\telemetry\telemetry\core\platform\posix_platform_backend.py","LOW",86,"B101",125
"chromium\tools\telemetry\telemetry\core\platform\posix_platform_backend.py","LOW",91,"B101",125
"chromium\tools\telemetry\telemetry\core\platform\posix_platform_backend.py","LOW",98,"B607",125
"chromium\tools\telemetry\telemetry\core\platform\posix_platform_backend.py","LOW",98,"B603",125
"chromium\tools\telemetry\telemetry\core\platform\posix_platform_backend.py","LOW",112,"B607",125
"chromium\tools\telemetry\telemetry\core\platform\posix_platform_backend.py","LOW",112,"B603",125
"chromium\tools\telemetry\telemetry\core\platform\posix_platform_backend.py","LOW",118,"B607",125
"chromium\tools\telemetry\telemetry\core\platform\posix_platform_backend.py","LOW",118,"B603",125
"chromium\tools\telemetry\telemetry\core\platform\posix_platform_backend.py","LOW",124,"B603",125
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\android_ds2784_power_monitor.py","LOW",43,"B101",128
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\android_ds2784_power_monitor.py","LOW",53,"B101",128
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\android_ds2784_power_monitor.py","LOW",59,"B101",128
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\android_dumpsys_power_monitor.py","LOW",32,"B101",123
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\android_dumpsys_power_monitor.py","LOW",41,"B101",123
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\android_dumpsys_power_monitor.py","LOW",51,"B101",123
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\android_dumpsys_power_monitor.py","LOW",102,"B101",123
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\android_temperature_monitor.py","LOW",55,"B101",64
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\monsoon_power_monitor.py","LOW",34,"B101",119
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\monsoon_power_monitor.py","LOW",66,"B101",119
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\monsoon_power_monitor.py","LOW",81,"B101",119
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\monsoon_power_monitor.py","LOW",90,"B101",119
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\power_monitor_controller.py","LOW",28,"B101",36
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\power_monitor_controller.py","LOW",32,"B101",36
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\powermetrics_power_monitor.py","LOW",32,"B101",254
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\powermetrics_power_monitor.py","LOW",124,"B101",254
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\powermetrics_power_monitor.py","LOW",133,"B101",254
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\powermetrics_power_monitor.py","LOW",214,"B101",254
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\powermetrics_power_monitor.py","LOW",232,"B101",254
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\powermetrics_power_monitor.py","LOW",239,"B101",254
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\sysfs_power_monitor.py","LOW",53,"B101",170
"chromium\tools\telemetry\telemetry\core\platform\power_monitor\sysfs_power_monitor.py","LOW",61,"B101",170
"chromium\tools\telemetry\telemetry\core\platform\proc_supporting_platform_backend.py","LOW",89,"B101",121
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper.py","LOW",12,"B404",259
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper.py","LOW",27,"B607",259
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper.py","LOW",27,"B603",259
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper.py","LOW",32,"B607",259
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper.py","LOW",32,"B603",259
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper.py","HIGH",37,"B602",259
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper.py","MEDIUM",54,"B303",259
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper.py","LOW",99,"B607",259
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper.py","LOW",99,"B603",259
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper_unittest.py","LOW",6,"B403",132
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper_unittest.py","MEDIUM",71,"B301",132
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper_unittest.py","LOW",104,"B101",132
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper_unittest.py","LOW",114,"B101",132
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper_unittest.py","LOW",117,"B101",132
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper_unittest.py","LOW",121,"B101",132
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_profiling_helper_unittest.py","LOW",132,"B101",132
"chromium\tools\telemetry\telemetry\core\platform\profiler\android_systrace_profiler_unittest.py","LOW",26,"B101",30
"chromium\tools\telemetry\telemetry\core\platform\profiler\java_heap_profiler.py","LOW",6,"B404",87
"chromium\tools\telemetry\telemetry\core\platform\profiler\java_heap_profiler.py","LOW",60,"B603",87
"chromium\tools\telemetry\telemetry\core\platform\profiler\oomkiller_profiler.py","LOW",37,"B101",77
"chromium\tools\telemetry\telemetry\core\platform\profiler\win_pgo_profiler.py","LOW",7,"B404",102
"chromium\tools\telemetry\telemetry\core\platform\profiler\win_pgo_profiler.py","LOW",65,"B603",102
"chromium\tools\telemetry\telemetry\core\profile_types.py","LOW",33,"B101",34
"chromium\tools\telemetry\telemetry\core\system_info_unittest.py","LOW",65,"B110",66
"chromium\tools\telemetry\telemetry\core\tab.py","LOW",47,"B101",209
"chromium\tools\telemetry\telemetry\core\tab_unittest.py","LOW",171,"B101",177
"chromium\tools\telemetry\telemetry\core\util.py","LOW",113,"B110",144
"chromium\tools\telemetry\telemetry\core\util.py","LOW",137,"B101",144
"chromium\tools\telemetry\telemetry\core\video.py","LOW",5,"B404",169
"chromium\tools\telemetry\telemetry\core\video.py","LOW",21,"B101",169
"chromium\tools\telemetry\telemetry\core\video.py","LOW",22,"B101",169
"chromium\tools\telemetry\telemetry\core\video.py","LOW",122,"B607",169
"chromium\tools\telemetry\telemetry\core\video.py","LOW",122,"B603",169
"chromium\tools\telemetry\telemetry\core\video.py","LOW",132,"B101",169
"chromium\tools\telemetry\telemetry\core\video.py","LOW",159,"B607",169
"chromium\tools\telemetry\telemetry\core\video.py","LOW",159,"B603",169
"chromium\tools\telemetry\telemetry\core\video.py","LOW",167,"B101",169
"chromium\tools\telemetry\telemetry\core\webpagereplay.py","LOW",15,"B404",256
"chromium\tools\telemetry\telemetry\core\webpagereplay.py","LOW",31,"B101",256
"chromium\tools\telemetry\telemetry\core\webpagereplay.py","MEDIUM",184,"B310",256
"chromium\tools\telemetry\telemetry\core\webpagereplay.py","MEDIUM",185,"B310",256
"chromium\tools\telemetry\telemetry\core\webpagereplay.py","LOW",211,"B603",256
"chromium\tools\telemetry\telemetry\core\webpagereplay.py","MEDIUM",225,"B310",256
"chromium\tools\telemetry\telemetry\core\webpagereplay.py","LOW",245,"B110",256
"chromium\tools\telemetry\telemetry\decorators.py","LOW",59,"B101",143
"chromium\tools\telemetry\telemetry\decorators.py","LOW",82,"B101",143
"chromium\tools\telemetry\telemetry\decorators.py","LOW",86,"B101",143
"chromium\tools\telemetry\telemetry\page\actions\action_runner.py","LOW",568,"B101",589
"chromium\tools\telemetry\telemetry\page\actions\action_runner.py","LOW",569,"B101",589
"chromium\tools\telemetry\telemetry\page\actions\action_runner.py","LOW",570,"B101",589
"chromium\tools\telemetry\telemetry\page\actions\action_runner.py","LOW",578,"B101",589
"chromium\tools\telemetry\telemetry\page\actions\action_runner.py","LOW",585,"B101",589
"chromium\tools\telemetry\telemetry\page\actions\navigate.py","LOW",11,"B101",20
"chromium\tools\telemetry\telemetry\page\actions\scroll.py","LOW",30,"B101",94
"chromium\tools\telemetry\telemetry\page\page.py","LOW",57,"B101",171
"chromium\tools\telemetry\telemetry\page\page.py","LOW",127,"B101",171
"chromium\tools\telemetry\telemetry\page\page.py","LOW",137,"B101",171
"chromium\tools\telemetry\telemetry\page\page_measurement_unittest_base.py","LOW",49,"B101",100
"chromium\tools\telemetry\telemetry\page\page_runner_unittest.py","LOW",247,"B101",566
"chromium\tools\telemetry\telemetry\page\page_runner_unittest.py","LOW",248,"B101",566
"chromium\tools\telemetry\telemetry\page\page_runner_unittest.py","LOW",249,"B101",566
"chromium\tools\telemetry\telemetry\page\page_runner_unittest.py","LOW",254,"B101",566
"chromium\tools\telemetry\telemetry\page\page_runner_unittest.py","LOW",255,"B101",566
"chromium\tools\telemetry\telemetry\page\page_runner_unittest.py","LOW",256,"B101",566
"chromium\tools\telemetry\telemetry\page\page_runner_unittest.py","LOW",306,"B101",566
"chromium\tools\telemetry\telemetry\page\page_runner_unittest.py","LOW",340,"B101",566
"chromium\tools\telemetry\telemetry\page\page_runner_unittest.py","LOW",368,"B101",566
"chromium\tools\telemetry\telemetry\page\page_runner_unittest.py","LOW",372,"B101",566
"chromium\tools\telemetry\telemetry\page\page_runner_unittest.py","LOW",437,"B101",566
"chromium\tools\telemetry\telemetry\page\page_set.py","LOW",71,"B101",190
"chromium\tools\telemetry\telemetry\page\page_test.py","LOW",39,"B101",259
"chromium\tools\telemetry\telemetry\page\page_test.py","LOW",52,"B101",259
"chromium\tools\telemetry\telemetry\page\page_test.py","LOW",101,"B101",259
"chromium\tools\telemetry\telemetry\page\profile_generator.py","LOW",33,"B101",134
"chromium\tools\telemetry\telemetry\results\csv_page_measurement_results.py","LOW",21,"B101",107
"chromium\tools\telemetry\telemetry\results\csv_page_measurement_results.py","LOW",53,"B101",107
"chromium\tools\telemetry\telemetry\results\csv_page_measurement_results.py","LOW",57,"B101",107
"chromium\tools\telemetry\telemetry\results\csv_page_measurement_results.py","LOW",77,"B101",107
"chromium\tools\telemetry\telemetry\results\page_measurement_results.py","LOW",22,"B101",38
"chromium\tools\telemetry\telemetry\results\page_measurement_results.py","LOW",26,"B101",38
"chromium\tools\telemetry\telemetry\results\page_measurement_results.py","LOW",36,"B101",38
"chromium\tools\telemetry\telemetry\results\page_measurement_results_unittest.py","LOW",66,"B101",171
"chromium\tools\telemetry\telemetry\results\page_test_results.py","LOW",63,"B101",112
"chromium\tools\telemetry\telemetry\results\page_test_results.py","LOW",68,"B101",112
"chromium\tools\telemetry\telemetry\results\page_test_results.py","LOW",73,"B101",112
"chromium\tools\telemetry\telemetry\test_runner.py","LOW",173,"B101",347
"chromium\tools\telemetry\telemetry\test_runner.py","MEDIUM",279,"B303",347
"chromium\tools\telemetry\telemetry\timeline\async_slice.py","LOW",25,"B101",30
"chromium\tools\telemetry\telemetry\timeline\bounds.py","LOW",110,"B101",114
"chromium\tools\telemetry\telemetry\timeline\bounds.py","LOW",111,"B101",114
"chromium\tools\telemetry\telemetry\timeline\inspector_importer.py","LOW",78,"B101",81
"chromium\tools\telemetry\telemetry\timeline\model.py","LOW",173,"B101",232
"chromium\tools\telemetry\telemetry\timeline\slice.py","LOW",27,"B101",77
"chromium\tools\telemetry\telemetry\timeline\slice.py","LOW",36,"B101",77
"chromium\tools\telemetry\telemetry\timeline\thread.py","LOW",169,"B101",260
"chromium\tools\telemetry\telemetry\timeline\thread.py","LOW",172,"B101",260
"chromium\tools\telemetry\telemetry\timeline\thread.py","LOW",221,"B101",260
"chromium\tools\telemetry\telemetry\timeline\thread.py","LOW",222,"B101",260
"chromium\tools\telemetry\telemetry\timeline\trace_event_importer.py","LOW",463,"B101",467
"chromium\tools\telemetry\telemetry\timeline\trace_event_importer.py","LOW",464,"B101",467
"chromium\tools\telemetry\telemetry\unittest\simple_mock.py","LOW",66,"B101",112
"chromium\tools\telemetry\telemetry\unittest\simple_mock.py","LOW",73,"B101",112
"chromium\tools\telemetry\telemetry\unittest\simple_mock_unittest.py","LOW",55,"B101",82
"chromium\tools\telemetry\telemetry\unittest\system_stub.py","LOW",45,"B101",271
"chromium\tools\telemetry\telemetry\util\cloud_storage.py","LOW",11,"B404",235
"chromium\tools\telemetry\telemetry\util\cloud_storage.py","MEDIUM",74,"B310",235
"chromium\tools\telemetry\telemetry\util\cloud_storage.py","LOW",119,"B603",235
"chromium\tools\telemetry\telemetry\util\cloud_storage.py","MEDIUM",222,"B303",235
"chromium\tools\telemetry\telemetry\util\find_dependencies_unittest.py","LOW",9,"B404",68
"chromium\tools\telemetry\telemetry\util\find_dependencies_unittest.py","LOW",42,"B607",68
"chromium\tools\telemetry\telemetry\util\find_dependencies_unittest.py","LOW",42,"B603",68
"chromium\tools\telemetry\telemetry\util\find_dependencies_unittest.py","LOW",54,"B603",68
"chromium\tools\telemetry\telemetry\util\statistics_unittest.py","LOW",36,"B311",219
"chromium\tools\telemetry\telemetry\value\__init__.py","LOW",194,"B101",215
"chromium\tools\telemetry\telemetry\value\__init__.py","LOW",198,"B101",215
"chromium\tools\telemetry\telemetry\value\failure.py","LOW",75,"B101",83
"chromium\tools\telemetry\telemetry\value\failure.py","LOW",80,"B101",83
"chromium\tools\telemetry\telemetry\value\histogram.py","LOW",33,"B101",112
"chromium\tools\telemetry\telemetry\value\histogram.py","LOW",36,"B101",112
"chromium\tools\telemetry\telemetry\value\histogram.py","LOW",37,"B101",112
"chromium\tools\telemetry\telemetry\value\histogram.py","LOW",98,"B101",112
"chromium\tools\telemetry\telemetry\value\list_of_scalar_values.py","LOW",16,"B101",105
"chromium\tools\telemetry\telemetry\value\list_of_scalar_values.py","LOW",17,"B101",105
"chromium\tools\telemetry\telemetry\value\list_of_scalar_values.py","LOW",19,"B101",105
"chromium\tools\telemetry\telemetry\value\list_of_scalar_values.py","LOW",69,"B101",105
"chromium\tools\telemetry\telemetry\value\list_of_scalar_values.py","LOW",79,"B101",105
"chromium\tools\telemetry\telemetry\value\list_of_scalar_values.py","LOW",92,"B101",105
"chromium\tools\telemetry\telemetry\value\list_of_string_values.py","LOW",11,"B101",100
"chromium\tools\telemetry\telemetry\value\list_of_string_values.py","LOW",12,"B101",100
"chromium\tools\telemetry\telemetry\value\list_of_string_values.py","LOW",14,"B101",100
"chromium\tools\telemetry\telemetry\value\list_of_string_values.py","LOW",64,"B101",100
"chromium\tools\telemetry\telemetry\value\list_of_string_values.py","LOW",74,"B101",100
"chromium\tools\telemetry\telemetry\value\list_of_string_values.py","LOW",87,"B101",100
"chromium\tools\telemetry\telemetry\value\scalar.py","LOW",19,"B101",79
"chromium\tools\telemetry\telemetry\value\scalar.py","LOW",60,"B101",79
"chromium\tools\telemetry\telemetry\value\scalar.py","LOW",70,"B101",79
"chromium\tools\telemetry\telemetry\value\string.py","LOW",17,"B101",77
"chromium\tools\telemetry\telemetry\value\string.py","LOW",58,"B101",77
"chromium\tools\telemetry\telemetry\value\string.py","LOW",68,"B101",77
"chromium\tools\telemetry\telemetry\value\summary.py","LOW",109,"B101",159
"chromium\tools\telemetry\telemetry\web_components\web_component.py","LOW",102,"B101",124
"chromium\tools\telemetry\telemetry\web_components\web_components_unittest.py","LOW",20,"B101",21
"chromium\tools\telemetry\telemetry\web_perf\metrics\rendering_stats_unittest.py","LOW",35,"B311",423
"chromium\tools\telemetry\telemetry\web_perf\metrics\rendering_stats_unittest.py","LOW",122,"B311",423
"chromium\tools\telemetry\telemetry\web_perf\metrics\rendering_stats_unittest.py","LOW",123,"B311",423
"chromium\tools\telemetry\telemetry\web_perf\timeline_interaction_record.py","LOW",41,"B101",266
"chromium\tools\telemetry\telemetry\web_perf\timeline_interaction_record.py","LOW",111,"B101",266
"chromium\tools\telemetry\telemetry\web_perf\timeline_interaction_record.py","LOW",157,"B101",266
"chromium\tools\telemetry\telemetry\web_perf\timeline_interaction_record.py","LOW",162,"B101",266
"chromium\tools\telemetry\third_party\pyserial\serial\serialwin32.py","LOW",92,"B110",460
"chromium\tools\telemetry\third_party\pyserial\serial\sermsdos.py","HIGH",133,"B605",200
"chromium\tools\valgrind\browser_wrapper_win.py","LOW",9,"B404",49
"chromium\tools\valgrind\browser_wrapper_win.py","LOW",19,"B101",49
"chromium\tools\valgrind\browser_wrapper_win.py","LOW",49,"B603",49
"chromium\tools\valgrind\drmemory_analyze.py","LOW",17,"B404",197
"chromium\tools\valgrind\drmemory_analyze.py","MEDIUM",56,"B303",197
"chromium\tools\valgrind\drmemory_analyze.py","LOW",98,"B101",197
"chromium\tools\valgrind\gdb_helper.py","HIGH",31,"B605",87
"chromium\tools\valgrind\unused_suppressions.py","MEDIUM",18,"B310",24
"chromium\tools\vim\chromium.ycm_extra_conf.py","LOW",41,"B404",228
"chromium\tools\vim\chromium.ycm_extra_conf.py","LOW",170,"B607",228
"chromium\tools\vim\chromium.ycm_extra_conf.py","LOW",170,"B603",228
"chromium\webkit\tools\layout_tests\run_http_server.py","LOW",9,"B404",24
"chromium\webkit\tools\layout_tests\run_http_server.py","LOW",21,"B603",24
"chromium\webkit\tools\layout_tests\run_webkit_tests.py","LOW",9,"B404",21
"chromium\webkit\tools\layout_tests\run_webkit_tests.py","LOW",18,"B603",21
"clamav-devel\fuzz\run_fuzzer_tests.py","LOW",13,"B404",141
"clamav-devel\fuzz\run_fuzzer_tests.py","LOW",48,"B603",141
"clamav-devel\libclamav\c++\llvm\utils\lit\lit\Test.py","LOW",67,"B101",79
"cpython\Doc\includes\dbpickle.py","LOW",4,"B403",87
"cpython\Doc\includes\email-read-alternative.py","HIGH",32,"B322",75
"cpython\Doc\includes\minidom-example.py","LOW",1,"B408",64
"cpython\Doc\includes\minidom-example.py","MEDIUM",19,"B318",64
"cpython\Doc\includes\mp_newtype.py","LOW",60,"B101",89
"cpython\Doc\includes\mp_newtype.py","LOW",61,"B101",89
"cpython\Doc\includes\mp_newtype.py","LOW",68,"B101",89
"cpython\Doc\includes\mp_newtype.py","LOW",69,"B101",89
